session_id,target
1,0.000328567493392206
2,2.8534474182213034e-06
3,9.310571611625218e-07
4,6.400680840924901e-07
5,0.0001988373966661796
6,7.079177774465108e-05
7,0.0029401561894693527
8,0.001853862508344593
9,0.0001331979107223402
10,0.0031562672713501094
11,0.0001245828266054913
12,1.641747782259244e-05
13,7.943674149273303e-05
14,0.022293972541393408
15,0.0009111322803759434
16,0.0003704335027351798
17,0.02080991630996949
18,1.4592608802970856e-05
19,0.0024771911362804007
20,2.0429771556808963e-06
21,0.03478473907424488
22,3.3614169027380634e-05
23,0.0002682510007419578
24,0.011891696205794255
25,0.07977026346855054
26,1.0322848066800486e-05
27,0.00014082321869352817
28,8.471099413531354e-07
29,0.02057238958333871
30,0.0015431303256679433
31,0.027850314279021033
32,0.017241977624963326
33,0.0001290355062127067
34,1.662065468028856e-05
35,0.018902714358661168
36,0.000633215144322661
37,8.276277522229074e-08
38,2.8777235891729386e-06
39,0.0004198732536460929
40,1.1243665222308308e-05
41,0.0017672160022634234
42,0.006545620067039936
43,0.00010011646705867848
44,0.00011333012630718178
45,0.13997781472615856
46,0.0002345447035111882
47,0.00035379318441845217
48,6.585964399021708e-05
49,0.00025435890550070306
50,8.121414849035155e-06
51,2.431191385544384e-07
52,0.00011236846259192792
53,0.02286625090325868
54,0.000771515830890867
55,0.0004030999636819341
56,0.020049824708413475
57,1.6031310726739922e-06
58,1.8443167613638944e-05
59,2.125640375692341e-05
60,2.6511965271704573e-06
61,8.621223424703747e-06
62,0.00024356685051434175
63,1.4695887805899483e-05
64,0.0005917944934760843
65,1.1160941047050546e-05
66,6.07869981823525e-06
67,0.00016199051681562189
68,0.0016910587454820557
69,0.05701157863220277
70,4.79748453706431e-05
71,0.0016331373723325133
72,0.0005379998481609312
73,0.17343318457798518
74,7.291988209005342e-05
75,0.0002174908692838734
76,0.0023575885563485075
77,0.0018509412399619713
78,0.004882359700482402
79,0.00014352366961098146
80,8.880362609750055e-06
81,1.2738356078094093e-05
82,0.0015455746121742482
83,1.2466244883154731e-06
84,0.48008566747581416
85,0.00015475766160416015
86,6.110329565602317e-06
87,0.006116227991584255
88,0.0012625597273519622
89,0.002143073366530902
90,0.05241997526296603
91,3.5349601554734156e-05
92,5.361511628383903e-06
93,0.0461684078690044
94,0.0001772441607391695
95,0.09253701763416851
96,3.1447093058200455e-06
97,0.0013478697758762142
98,2.4856887379800324e-05
99,1.9875943466556547e-05
100,0.00018938588525633786
101,5.538338314224383e-05
102,0.12511227411585854
103,0.00020162630605041534
104,0.000285111550137486
105,0.00017192523722592677
106,6.023320999392138e-05
107,0.014624094909594071
108,0.00018014903493139122
109,7.1689197863710755e-06
110,1.9463702564237808e-05
111,0.0006260186956537821
112,5.398889525358722e-07
113,0.0005992804488380035
114,2.7751433946077364e-06
115,3.9411351379910316e-05
116,3.668637139095756e-05
117,0.00020707075062199632
118,0.0060833999391434615
119,0.00027614139907556235
120,0.0011397029417366661
121,1.9492759026278965e-05
122,3.1525845366891195e-05
123,5.7610522657519456e-05
124,0.0002699968413118938
125,0.002101121882964287
126,2.8811520708692663e-06
127,1.3535819135587273e-06
128,5.5190166031551075e-05
129,0.004633301649135309
130,0.005926226125399312
131,0.0002350129313645226
132,0.003423949728993565
133,0.0027577895332072363
134,5.061206078094547e-05
135,2.9647567058889636e-06
136,0.001134544024274922
137,6.883900901711816e-05
138,0.004939213369380252
139,7.592659997665243e-06
140,9.354903821490999e-05
141,5.105614627973005e-07
142,3.84229348403992e-05
143,0.0001332206382213817
144,0.004180304929399321
145,2.213686010299278e-06
146,0.0006991609756583658
147,7.283580158490084e-05
148,0.003826322004369838
149,0.002824634410105487
150,0.034271397065914165
151,1.651695239178958e-06
152,0.020973899373724715
153,7.877469137560056e-05
154,0.0001216673944196891
155,0.00021273711289533068
156,2.708344185107461e-05
157,1.957126670817443e-05
158,0.0017504285605529
159,0.00011962441626256231
160,2.5373125251553926e-05
161,0.006405597830238873
162,7.622451008978025e-05
163,0.0004921576038881769
164,0.00496383471581646
165,9.639167781239957e-06
166,1.2823312340215682e-05
167,0.012333033297947799
168,0.002824634410105487
169,0.002155059761050404
170,0.0005363594411540049
171,0.00309032306762833
172,0.0008246380714511287
173,0.00032384757372457717
174,0.000947953771393642
175,0.2048929754540438
176,0.004568902961952759
177,0.014083235498622618
178,1.0308689623356552e-05
179,0.00015651845727439838
180,0.0016192290111435668
181,4.1731927127471574e-05
182,0.001416478133124098
183,2.2312504338976817e-05
184,0.00013644741098290734
185,0.00012330550315512096
186,0.0007684276887183685
187,4.561495355653832e-06
188,3.6976987760177267e-06
189,0.0038337954646559045
190,0.00032620474450208826
191,8.573489341841125e-05
192,3.5045493591412006e-05
193,0.0060288192219675
194,0.0008692974468649463
195,6.251998236474352e-05
196,2.3538754058126928e-05
197,0.001135457962207754
198,0.0034383252712229815
199,0.013823973823055636
200,1.807102906721519e-05
201,0.00019227724086254245
202,0.020699197374402303
203,3.5798211366090468e-06
204,0.00025067762904807024
205,0.005657875525198542
206,1.30731547835383e-08
207,0.0008842033542521377
208,0.0011707403432836185
209,2.769434781954064e-06
210,0.010127055601750024
211,0.001309460818788537
212,0.01109444301006342
213,1.565241900124404e-05
214,0.0208479835751233
215,0.0010863533295610514
216,0.004910521527863142
217,0.03361829186289117
218,0.0017351881428583926
219,0.00030712372532846707
220,0.0029227411906411257
221,0.0035043933537634237
222,4.8103365975685646e-05
223,0.03639379742099194
224,0.0013101116806440664
225,0.01472863100116915
226,0.005815563367711083
227,0.00421641467246039
228,0.0008114256901675366
229,4.955650113127192e-05
230,0.0019691116179077835
231,9.978303009225667e-05
232,2.2815490960631556e-05
233,2.1256450347084258e-05
234,0.002639211574419654
235,0.00017082678264641313
236,0.00021374911575115893
237,0.002678472324366794
238,0.0023819965221527684
239,0.0004198732536460929
240,0.005665471421056763
241,0.00010981999390316653
242,6.300350092123417e-08
243,1.0485606168337012e-07
244,4.023792727844642e-05
245,0.00044934949403085397
246,8.982638857614692e-05
247,0.08011574751640405
248,0.0007815320129020351
249,4.6142253109647146e-05
250,0.0005900133388417768
251,0.032537172482547304
252,3.6106715550631506e-05
253,3.931480422604544e-05
254,0.0005845828219108946
255,0.0019019039006580637
256,2.2725534567190617e-07
257,0.00022332875793329497
258,0.008704563559198925
259,0.004189509644184421
260,0.0010162981560361832
261,0.00023140420923454941
262,0.001806238434354104
263,0.0007551313772018
264,0.0022746065229338397
265,0.00010665637192251135
