url,favs_lognorm
https://habrahabr.ru/post/314080/,0.38805343732774705
https://habrahabr.ru/company/plesk/blog/313732/,-0.5715250838632849
https://habrahabr.ru/company/etagi/blog/314000/,0.7010240373419088
https://habrahabr.ru/company/knopka/blog/314030/,0.49381419663598947
https://geektimes.ru/company/audiomania/blog/282058/,1.0727130354720673
https://habrahabr.ru/company/pechkin/blog/314066/,0.6809769535842074
https://habrahabr.ru/company/first/blog/314106/,0.46837568969028415
https://habrahabr.ru/company/vasexperts/blog/313558/,0.2491343006626754
https://habrahabr.ru/post/314108/,1.8619047426706175
https://habrahabr.ru/company/cbs/blog/313830/,-0.019679683083774803
https://habrahabr.ru/company/jugru/blog/313908/,-0.01150063339638105
https://habrahabr.ru/post/314110/,0.38964665841782187
https://habrahabr.ru/company/pt/blog/314112/,0.019838380305119044
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.05710288650526353
https://habrahabr.ru/post/314114/,0.746269003587978
https://habrahabr.ru/post/314118/,0.9678350861198703
https://habrahabr.ru/post/314122/,0.5456790014936578
https://geektimes.ru/company/dadget/blog/281786/,0.056422208060000756
https://habrahabr.ru/company/kickidler/blog/314042/,0.013695882660777432
https://habrahabr.ru/company/it-grad/blog/312042/,-0.2847535636279616
https://habrahabr.ru/company/1cloud/blog/314022/,0.1860134679240987
https://habrahabr.ru/post/314126/,-0.818911277477588
https://habrahabr.ru/post/313966/,0.2913331416052554
https://habrahabr.ru/company/piter/blog/314120/,0.457182501915041
https://geektimes.ru/post/282094/,0.23829492792639456
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.23552459070004314
https://habrahabr.ru/company/ru_mts/blog/314134/,0.2874764066625732
https://habrahabr.ru/post/314028/,0.6156960711427066
https://habrahabr.ru/post/314136/,0.13241968174931182
https://habrahabr.ru/post/313904/,0.6179899975371695
https://habrahabr.ru/post/314140/,0.5443799914864053
https://habrahabr.ru/company/acronis/blog/309688/,-0.14046565699709115
https://geektimes.ru/post/282096/,-0.493381346800253
https://habrahabr.ru/post/314142/,0.00920537489641484
https://habrahabr.ru/company/ivideon/blog/314138/,0.44469030155419365
https://geektimes.ru/post/282104/,0.23722696598068516
https://geektimes.ru/post/282102/,-0.17368738542705978
https://geektimes.ru/post/282016/,0.20031425637487738
https://geektimes.ru/company/piter/blog/282106/,0.2269797974755695
https://habrahabr.ru/post/314150/,0.23824065150447885
https://habrahabr.ru/company/mailru/blog/313880/,1.2013983271820352
https://geektimes.ru/company/comfortway/blog/282108/,-0.1206226879926462
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1049246024938695
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.27642769531781575
https://habrahabr.ru/company/npl/blog/314160/,0.0964261953144808
https://habrahabr.ru/company/edison/blog/314094/,-0.19342271756526644
https://geektimes.ru/post/282112/,-0.45513442210563143
https://habrahabr.ru/company/ruvds/blog/314166/,0.3861307694724057
https://geektimes.ru/company/gearbest/blog/282114/,0.08094976952874608
https://habrahabr.ru/post/314172/,0.5830093790532346
https://geektimes.ru/post/282116/,0.4384456031340496
https://geektimes.ru/company/intel/blog/282026/,0.15433299077963072
https://habrahabr.ru/post/313776/,1.4887589380922233
https://habrahabr.ru/post/314174/,0.7462275797957689
https://geektimes.ru/post/282118/,0.771453405281831
https://geektimes.ru/post/282122/,0.590323385142664
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.11716866614807506
https://habrahabr.ru/post/314180/,0.5167298092521138
https://geektimes.ru/post/282446/,0.1771249957734057
https://habrahabr.ru/post/314184/,1.0167346978215925
https://habrahabr.ru/post/313954/,-1.01396360963816
https://habrahabr.ru/post/314186/,0.8710501887658957
https://geektimes.ru/post/282124/,-0.6870105287785147
https://habrahabr.ru/post/314190/,-0.8550034333388767
https://geektimes.ru/company/madrobots/blog/282126/,0.6439159428761974
https://habrahabr.ru/post/314188/,-0.09736595795573239
https://geektimes.ru/post/282128/,0.4705838898998739
https://habrahabr.ru/post/314194/,0.5144830349527244
https://geektimes.ru/post/282132/,-0.9042106011906539
